time,avg_vv,putility,pvcurt,losses
2018-08-15 00:00:00,0.0,12.180242144943678,0.0,0.6191277251588845
2018-08-15 00:00:06,0.0,12.20108178047524,0.0,0.6206236021637033
2018-08-15 00:00:12,0.0,12.221923298563048,0.0,0.622121361724768
2018-08-15 00:00:18,0.0,12.242766698159208,0.0,0.6236210027941818
2018-08-15 00:00:24,0.0,12.263611978218325,0.0,0.6251225243265547
2018-08-15 00:00:30,0.0,12.284459137697194,0.0,0.6266259252786779
2018-08-15 00:00:36,0.0,12.305308175553831,0.0,0.6281312046085696
2018-08-15 00:00:42,0.0,12.326159090749105,0.0,0.6296383612771003
2018-08-15 00:00:48,0.0,12.347011882246164,0.0,0.6311473942474128
2018-08-15 00:00:54,0.0,12.367866549009923,0.0,0.6326583024844263
2018-08-15 00:01:00,0.0,12.388723090007876,0.0,0.6341710849556349
2018-08-15 00:01:06,0.0,12.399591316204631,0.0,0.63485846954529
2018-08-15 00:01:12,0.0,12.410460002153934,0.0,0.6355463138874852
2018-08-15 00:01:18,0.0,12.421329147651031,0.0,0.6362346177774778
2018-08-15 00:01:24,0.0,12.43219875249258,0.0,0.6369233810119207
2018-08-15 00:01:30,0.0,12.443068816476542,0.0,0.6376126033887761
2018-08-15 00:01:36,0.0,12.453939339401558,0.0,0.6383022847066899
2018-08-15 00:01:42,0.0,12.464810321067699,0.0,0.6389924247657263
2018-08-15 00:01:48,0.0,12.475681761275647,0.0,0.6396830233665709
2018-08-15 00:01:54,0.0,12.486553659827264,0.0,0.6403740803110813
2018-08-15 00:02:00,0.0,12.497426016525909,0.0,0.6410655954026228
2018-08-15 00:02:06,0.0,12.497711528051257,0.0,0.6408940613374817
2018-08-15 00:02:12,0.0,12.497997058359559,0.0,0.640722546055297
2018-08-15 00:02:18,0.0,12.498282608196051,0.0,0.6405510503012998
2018-08-15 00:02:24,0.0,12.498568178305492,0.0,0.6403795748202517
2018-08-15 00:02:30,0.0,12.498853769431166,0.0,0.6402081203554357
2018-08-15 00:02:36,0.0,12.499139382316857,0.0,0.6400366876506404
2018-08-15 00:02:42,0.0,12.499425017704013,0.0,0.6398652774473059
2018-08-15 00:02:48,0.0,12.499710676334635,0.0,0.6396938904874394
2018-08-15 00:02:54,0.0,12.499996358949305,0.0,0.6395225275116198
2018-08-15 00:03:00,0.0,12.500282066287951,0.0,0.6393511892597814
2018-08-15 00:03:06,0.0,12.492097002165078,0.0,0.6385048043217758
2018-08-15 00:03:12,0.0,12.483912345658899,0.0,0.6376588270004693
2018-08-15 00:03:18,0.0,12.475728099576475,0.0,0.636813260102917
2018-08-15 00:03:24,0.0,12.467544266719246,0.0,0.6359681064305627
2018-08-15 00:03:30,0.0,12.459360849882652,0.0,0.6351233687788418
2018-08-15 00:03:36,0.0,12.451177851855126,0.0,0.6342790499361873
2018-08-15 00:03:42,0.0,12.442995275420287,0.0,0.6334351526862194
2018-08-15 00:03:48,0.0,12.434813123354534,0.0,0.632591679805335
2018-08-15 00:03:54,0.0,12.426631398428688,0.0,0.6317486340643625
2018-08-15 00:04:00,0.0,12.418450103406649,0.0,0.6309060182271979
2018-08-15 00:04:06,0.0,12.40530922619432,0.0,0.6296861519495583
2018-08-15 00:04:12,0.0,12.39216926088152,0.0,0.6284671975714449
2018-08-15 00:04:18,0.0,12.379030212755909,0.0,0.6272491603805215
2018-08-15 00:04:24,0.0,12.365892087090455,0.0,0.6260320456497572
2018-08-15 00:04:30,0.0,12.35275488914531,0.0,0.624815858639303
2018-08-15 00:04:36,0.0,12.339618624166228,0.0,0.6236006045949107
2018-08-15 00:04:42,0.0,12.32648329738505,0.0,0.6223862887484222
2018-08-15 00:04:48,0.0,12.313348914019787,0.0,0.6211729163178484
2018-08-15 00:04:54,0.0,12.30021547927417,0.0,0.6199604925069214
2018-08-15 00:05:00,0.0,12.287082998337343,0.0,0.6187490225047858
2018-08-15 00:05:06,0.0,12.273075808267022,0.0,0.6175015947482015
2018-08-15 00:05:12,0.0,12.259069614611452,0.0,0.6162551634063742
2018-08-15 00:05:18,0.0,12.245064423219656,0.0,0.6150097343283172
2018-08-15 00:05:24,0.0,12.231060239924203,0.0,0.6137653133466066
2018-08-15 00:05:30,0.0,12.217057070543083,0.0,0.612521906279229
2018-08-15 00:05:36,0.0,12.203054920878513,0.0,0.6112795189283996
2018-08-15 00:05:42,0.0,12.18905379671721,0.0,0.6100381570808392
2018-08-15 00:05:48,0.0,12.175053703830558,0.0,0.6087978265079281
2018-08-15 00:05:54,0.0,12.161054647973792,0.0,0.6075585329649037
2018-08-15 00:06:00,0.0,12.147056634886905,0.0,0.6063202821917553
2018-08-15 00:06:06,0.0,12.13454256833148,0.0,0.6052394717468125
2018-08-15 00:06:12,0.0,12.122029280415205,0.0,0.6041594399410224
2018-08-15 00:06:18,0.0,12.10951677605075,0.0,0.6030801916870515
2018-08-15 00:06:24,0.0,12.09700506013954,0.0,0.6020017318863264
2018-08-15 00:06:30,0.0,12.084494137570557,0.0,0.6009240654278236
2018-08-15 00:06:36,0.0,12.071984013222385,0.0,0.5998471971901367
2018-08-15 00:06:42,0.0,12.059474691961027,0.0,0.5987711320392609
2018-08-15 00:06:48,0.0,12.046966178640897,0.0,0.5976958748296142
2018-08-15 00:06:54,0.0,12.03445847810529,0.0,0.5966214304044922
2018-08-15 00:07:00,0.0,12.02195159518443,0.0,0.5955478035941151
2018-08-15 00:07:06,0.0,12.012177441024578,0.0,0.5947244964808359
2018-08-15 00:07:12,0.0,12.002403756176594,0.0,0.5939016586794309
