time,avg_vv,putility,pvcurt,losses
2018-08-15 15:00:00,0.0,-10.593556150224169,18.848028547451296,0.2511768632154861
2018-08-15 15:00:06,0.0,-10.559084126847353,18.83487525452073,0.24966945521176684
2018-08-15 15:00:12,0.0,-10.524607303624546,18.821721961590146,0.24816684705403616
2018-08-15 15:00:18,0.0,-10.49012567644365,18.808568668659575,0.24666904285439908
2018-08-15 15:00:24,0.0,-10.455639241183578,18.795415375728993,0.24517604673393847
2018-08-15 15:00:30,0.0,-10.421147993715277,18.78226208279842,0.24368786282170116
2018-08-15 15:00:36,0.0,-10.386651929901369,18.769108789867847,0.242204495255075
2018-08-15 15:00:42,0.0,-10.352151045595985,18.755955496937272,0.2407259481799226
2018-08-15 15:00:48,0.0,-10.317645336644961,18.742802204006697,0.2392522257504123
2018-08-15 15:00:54,0.0,-10.283134798886099,18.729648911076133,0.2377833321287406
2018-08-15 15:01:00,0.0,-10.24861942814796,18.716495618145544,0.23631927148634452
2018-08-15 15:01:06,0.0,-10.228111944427042,18.71737142497465,0.23546187591988077
2018-08-15 15:01:12,0.0,-10.207602664994694,18.71824723180373,0.23460627606484738
2018-08-15 15:01:18,0.0,-10.187091588789364,18.719123038632834,0.2337524729827962
2018-08-15 15:01:24,0.0,-10.166578714747644,18.719998845461916,0.23290046773713657
2018-08-15 15:01:30,0.0,-10.14606404180531,18.720874652291013,0.23205026139208912
2018-08-15 15:01:36,0.0,-10.125547568896653,18.721750459120106,0.2312018550133652
2018-08-15 15:01:42,0.0,-10.105029294954702,18.722626265949188,0.23035524966793358
2018-08-15 15:01:48,0.0,-10.084509218910501,18.72350207277828,0.22951044642475493
2018-08-15 15:01:54,0.0,-10.063987339694807,18.72437787960737,0.22866744635307032
2018-08-15 15:02:00,0.0,-10.043463656235906,18.72525368643646,0.22782625052459107
2018-08-15 15:02:06,0.0,-10.038639334400724,18.740506771243233,0.2276480153165737
2018-08-15 15:02:12,0.0,-10.033814815134042,18.75575985605,0.22746997754005496
2018-08-15 15:02:18,0.0,-10.02899009838088,18.771012940856775,0.22729213725001593
2018-08-15 15:02:24,0.0,-10.02416518408677,18.78626602566354,0.22711449450092736
2018-08-15 15:02:30,0.0,-10.019340072196899,18.801519110470306,0.22693704934759737
2018-08-15 15:02:36,0.0,-10.014514762656397,18.816772195277082,0.22675980184489986
2018-08-15 15:02:42,0.0,-10.009689255410581,18.83202528008385,0.22658275204751244
2018-08-15 15:02:48,0.0,-10.004863550404437,18.847278364890613,0.22640590001045718
2018-08-15 15:02:54,0.0,-10.000037647583007,18.862531449697386,0.22622924578869028
2018-08-15 15:03:00,0.0,-9.995211546891685,18.877784534504144,0.2260527894368125
2018-08-15 15:03:06,0.0,-10.004690114279947,18.90411214246957,0.22647462801036705
2018-08-15 15:03:12,0.0,-10.014168270792233,18.93043975043499,0.2268968774599005
2018-08-15 15:03:18,0.0,-10.023646016441152,18.956767358400416,0.22731953777279645
2018-08-15 15:03:24,0.0,-10.033123351239272,18.983094966365837,0.22774260893649617
2018-08-15 15:03:30,0.0,-10.04260027519892,19.00942257433125,0.22816609093866336
2018-08-15 15:03:36,0.0,-10.052076788332675,19.035750182296674,0.22858998376672515
2018-08-15 15:03:42,0.0,-10.061552890652669,19.06207779026209,0.2290142874085508
2018-08-15 15:03:48,0.0,-10.071028582171486,19.088405398227515,0.2294390018515512
2018-08-15 15:03:54,0.0,-10.08050386290147,19.114733006192935,0.229864127083383
2018-08-15 15:04:00,0.0,-10.089978732854783,19.141060614158356,0.23028966309188958
2018-08-15 15:04:06,0.0,-10.109501759162876,19.17229961950317,0.2311386709579269
2018-08-15 15:04:12,0.0,-10.129023256078607,19.20353862484799,0.23198920821632696
2018-08-15 15:04:18,0.0,-10.148543224031286,19.234777630192816,0.23284127443778294
2018-08-15 15:04:24,0.0,-10.168061663450231,19.266016635537635,0.23369486919296742
2018-08-15 15:04:30,0.0,-10.187578574763247,19.297255640882454,0.23454999205408658
2018-08-15 15:04:36,0.0,-10.207093958398474,19.328494646227277,0.23540664259299054
2018-08-15 15:04:42,0.0,-10.2266078147834,19.3597336515721,0.23626482038219712
2018-08-15 15:04:48,0.0,-10.246120144344433,19.390972656916908,0.2371245249952963
2018-08-15 15:04:54,0.0,-10.265630947508033,19.422211662261727,0.237985756005829
2018-08-15 15:05:00,0.0,-10.28514022469967,19.453450667606557,0.2388485129883249
2018-08-15 15:05:06,0.0,-10.307171663311603,19.481983462300423,0.23982026204868212
2018-08-15 15:05:12,0.0,-10.329201156498652,19.51051625699428,0.24079395653392305
2018-08-15 15:05:18,0.0,-10.351228705002182,19.53904905168813,0.24176959570268505
2018-08-15 15:05:24,0.0,-10.373254309562972,19.567581846381994,0.24274717881418628
2018-08-15 15:05:30,0.0,-10.395277970920494,19.596114641075868,0.24372670512895184
2018-08-15 15:05:36,0.0,-10.41729968981357,19.624647435769724,0.24470817390816763
2018-08-15 15:05:42,0.0,-10.439319466979466,19.653180230463576,0.24569158441456024
2018-08-15 15:05:48,0.0,-10.461337303155284,19.681713025157446,0.24667693591103082
2018-08-15 15:05:54,0.0,-10.483353199076365,19.710245819851302,0.247664227662241
2018-08-15 15:06:00,0.0,-10.505367155477662,19.738778614545176,0.24865345893323476
2018-08-15 15:06:06,0.0,-10.52528070688825,19.76041232574143,0.2495510312079238
2018-08-15 15:06:12,0.0,-10.54519264591583,19.782046036937693,0.2504502158656202
2018-08-15 15:06:18,0.0,-10.565102973187857,19.80367974813395,0.2513510122788664
